"LIF_ID";"FAC_ID";"LIF_QTE";"LIF_REMISE_POURCENT";"LIF_REMISE_MONTANT";"LIF_MONTANT";"LIF_TAUX_TVA"
2288;639;1;;;405;20.6
2289;641;1;;;480;20.6
2290;641;2;;;375;20.6
2291;642;1;15;;220;18.6
2292;642;2;15;;270;18.6
2293;642;2;15;;220;18.6
2294;644;1;;50;280;18.6
2295;646;1;;;240;18.6
2296;646;1;;;270;18.6
2297;648;1;;;250;18.6
2298;648;1;;;220;18.6
2299;648;1;;;250;18.6
2300;650;2;;;320;18.6
2301;650;1;;;220;18.6
2302;650;1;;;240;18.6
2303;650;1;;;250;18.6
2304;650;1;;;270;18.6
2305;650;1;;;250;18.6
2306;652;1;;;220;18.6
2307;652;1;;;320;18.6
2308;652;1;;;320;18.6
2309;652;1;;;270;18.6
2310;654;1;;;220;18.6
2311;654;2;;;250;18.6
2312;654;1;;;220;18.6
2313;654;1;;;270;18.6
2314;654;1;;;220;18.6
2315;654;1;;;220;18.6
2316;656;1;;;250;18.6
2317;656;1;;;240;18.6
2318;656;1;;;250;18.6
2319;656;1;;;220;18.6
2320;656;1;;;250;18.6
2321;656;1;;;270;18.6
2322;656;1;;;250;18.6
2323;659;1;;;352;20.6
2324;661;1;;;308;20.6
2325;661;1;;;275;20.6
2326;661;2;;;242;20.6
2327;663;1;;;242;20.6
2328;663;1;;;275;20.6
2329;663;1;;;275;20.6
2330;663;1;;;308;20.6
2331;663;1;;;352;20.6
2332;663;1;;;275;20.6
2333;643;1;15;;264;20.6
2334;643;1;15;;264;20.6
2335;643;1;15;;300;20.6
2336;643;2;15;;264;20.6
2337;643;1;15;;300;20.6
2338;643;1;15;;324;20.6
2339;643;1;15;;264;20.6
2340;645;1;;50;384;20.6
2341;645;1;;50;300;20.6
2342;645;1;;50;300;20.6
2343;647;1;;;300;20.6
2344;647;1;;;384;20.6
2345;647;1;;;300;20.6
2346;647;1;;;288;20.6
2347;649;1;;;384;20.6
2348;649;1;;;336;20.6
2349;649;1;;;300;20.6
2350;649;1;;;324;20.6
2351;651;1;;;300;20.6
2352;651;1;;;336;20.6
2353;651;1;;;384;20.6
2354;651;1;;;324;20.6
2355;651;1;;;288;20.6
2356;651;1;;;300;20.6
2357;653;1;;;300;20.6
2358;653;1;;;288;20.6
2359;653;1;;;336;20.6
2360;653;1;;;384;20.6
2361;653;2;;;324;20.6
2362;655;1;;;384;20.6
2363;655;1;;;300;20.6
2364;657;1;;;264;20.6
2365;657;1;;;384;20.6
2366;657;1;;;288;20.6
2367;657;1;;;300;20.6
2368;657;1;;;264;20.6
2369;657;1;;;264;20.6
2370;658;1;;;330;20.6
2371;658;1;;;375;20.6
2372;658;1;;;330;20.6
2373;658;1;;;360;20.6
2374;658;1;;;375;20.6
2375;658;2;;;375;20.6
2376;660;1;;;480;20.6
2377;660;1;;;480;20.6
2378;660;1;;;375;20.6
2379;662;1;;;360;20.6
2380;664;1;;;330;20.6
2381;664;1;;;405;20.6
2382;664;1;;;330;20.6
2383;665;1;15;;220;18.6
2384;667;1;;50;220;18.6
2385;667;1;;50;220;18.6
2386;667;1;;50;320;18.6
2387;667;1;;50;240;18.6
2388;667;1;;50;220;18.6
2389;667;1;;50;220;18.6
2390;669;1;;;250;18.6
2391;669;1;;;220;18.6
2392;669;1;;;270;18.6
2393;669;1;;;240;18.6
2394;669;1;;;270;18.6
2395;669;1;;;250;18.6
2396;671;1;;;220;18.6
2397;671;1;;;240;18.6
2398;671;1;;;220;18.6
2399;671;1;;;220;18.6
2400;673;1;;;220;18.6
2401;673;1;;;250;18.6
2402;673;1;;;280;18.6
2403;673;1;;;320;18.6
2404;673;2;;;240;18.6
2405;673;1;;;270;18.6
2406;675;1;;;250;18.6
2407;675;1;;;240;18.6
2408;675;1;;;250;18.6
2409;675;1;;;220;18.6
2410;675;1;;;240;18.6
2411;677;1;;;250;18.6
2412;677;1;;;220;18.6
2413;679;1;;;250;18.6
2414;679;1;;;240;18.6
2415;679;1;;;220;18.6
2416;679;1;;;270;18.6
2417;679;1;;;220;18.6
2418;681;2;;;242;20.6
2419;681;1;;;275;20.6
2420;681;1;;;264;20.6
2421;681;1;;;242;20.6
2422;681;1;;;297;20.6
2423;682;1;;;275;20.6
2424;682;1;;;275;20.6
2425;682;1;;;308;20.6
2426;682;1;;;352;20.6
2427;682;1;;;242;20.6
2428;682;1;;;275;20.6
2429;684;1;;;264;20.6
2430;684;1;;;242;20.6
2431;684;1;;;275;20.6
2432;684;1;;;297;20.6
2433;686;2;;;275;20.6
2434;686;1;;;242;20.6
2435;686;1;;;297;20.6
2436;686;1;;;264;20.6
2437;666;1;15;;288;20.6
2438;666;1;15;;300;20.6
2439;668;1;;50;300;20.6
2440;668;1;;50;324;20.6
2441;668;1;;50;288;20.6
2442;668;2;;50;264;20.6
2443;668;1;;50;264;20.6
2444;670;1;;;264;20.6
2445;670;1;;;288;20.6
2446;670;1;;;264;20.6
2447;670;1;;;300;20.6
2448;670;1;;;264;20.6
2449;672;1;;;264;20.6
2450;672;1;;;300;20.6
2451;672;1;;;288;20.6
2452;672;1;;;300;20.6
2453;672;1;;;264;20.6
2454;674;1;;;264;20.6
2455;676;1;;;264;20.6
2456;678;1;;;300;20.6
2457;678;1;;;264;20.6
2458;678;1;;;300;20.6
2459;678;1;;;300;20.6
2460;680;1;;;300;20.6
2461;680;1;;;288;20.6
2462;680;2;;;264;20.6
2463;680;2;;;288;20.6
2464;680;1;;;264;20.6
2465;683;1;;;330;20.6
2466;683;1;;;330;20.6
2467;685;1;;;330;20.6
2468;685;1;;;375;20.6
2469;685;1;;;360;20.6
2470;685;1;;;375;20.6
2471;685;1;;;405;20.6
2472;685;1;;;330;20.6
2473;687;1;;;420;20.6
2474;688;1;15;;220;18.6
2475;688;1;15;;280;18.6
2476;688;1;15;;220;18.6
2477;690;1;;50;220;18.6
2478;692;1;;;250;18.6
2479;692;1;;;270;18.6
2480;692;1;;;220;18.6
2481;692;1;;;220;18.6
2482;694;1;;;220;18.6
2483;694;1;;;220;18.6
2484;694;1;;;280;18.6
2485;696;1;;;240;18.6
2486;696;1;;;220;18.6
2487;696;1;;;270;18.6
2488;696;1;;;220;18.6
2489;698;1;;;320;18.6
2490;698;1;;;280;18.6
2491;698;1;;;270;18.6
2492;700;1;;;250;18.6
2493;700;1;;;240;18.6
2494;700;1;;;250;18.6
2495;702;1;;;280;18.6
2496;702;2;;;320;18.6
2497;702;1;;;270;18.6
2498;702;1;;;250;18.6
2499;702;1;;;220;18.6
2500;702;1;;;250;18.6
2501;704;1;;;275;20.6
2502;704;1;;;264;20.6
2503;704;1;;;242;20.6
2504;706;2;;;264;20.6
2505;708;1;;;275;20.6
2506;708;1;;;264;20.6
2507;708;2;;;242;20.6
2508;710;1;;;275;20.6
2509;710;1;;;242;20.6
2510;710;2;;;308;20.6
2511;710;1;;;297;20.6
2512;689;1;15;;336;20.6
2513;691;2;;50;300;20.6
2514;691;1;;50;264;20.6
2515;691;1;;50;336;20.6
2516;691;1;;50;300;20.6
2517;691;1;;50;300;20.6
2518;693;3;;;300;20.6
2519;693;1;;;336;20.6
2520;693;1;;;324;20.6
2521;693;2;;;300;20.6
2522;695;1;;;300;20.6
2523;695;1;;;336;20.6
2524;695;1;;;288;20.6
2525;695;1;;;324;20.6
2526;695;1;;;264;20.6
2527;697;1;;;264;20.6
2528;697;1;;;300;20.6
2529;699;1;;;300;20.6
2530;699;2;;;384;20.6
2531;699;1;;;264;20.6
2532;699;1;;;300;20.6
2533;701;1;;;384;20.6
2534;701;1;;;300;20.6
2535;701;2;;;324;20.6
2536;703;1;;;300;20.6
2537;703;1;;;384;20.6
2538;703;1;;;288;20.6
2539;703;1;;;264;20.6
2540;705;1;;;330;20.6
2541;705;1;;;420;20.6
2542;705;1;;;405;20.6
2543;707;3;;;480;20.6
2544;707;1;;;480;20.6
2545;707;1;;;375;20.6
2546;709;1;;;375;20.6
2547;709;1;;;480;20.6
2548;709;1;;;330;20.6
2549;711;1;;;375;20.6
2550;711;2;;;360;20.6
2551;711;1;;;330;20.6
2552;712;1;15;;250;18.6
2553;712;1;15;;320;18.6
2554;712;1;15;;220;18.6
2555;712;1;15;;220;18.6
2556;714;1;;50;220;18.6
2557;714;1;;50;320;18.6
2558;714;1;;50;270;18.6
2559;714;1;;50;240;18.6
2560;714;1;;50;250;18.6
2561;714;1;;50;220;18.6
2562;716;1;;;250;18.6
2563;716;1;;;250;18.6
2564;716;1;;;320;18.6
2565;716;1;;;320;18.6
2566;718;1;;;250;18.6
2567;718;1;;;280;18.6
2568;720;2;;;280;18.6
2569;720;1;;;250;18.6
2570;720;1;;;320;18.6
2571;720;1;;;270;18.6
2572;720;1;;;220;18.6
2573;722;1;;;320;18.6
2574;722;1;;;250;18.6
2575;722;1;;;320;18.6
2576;722;2;;;250;18.6
2577;722;1;;;250;18.6
2578;722;1;;;220;18.6
2579;724;1;;;280;18.6
2580;724;1;;;250;18.6
2581;726;1;;;220;18.6
2582;726;2;;;240;18.6
2583;726;1;;;240;18.6
2584;726;1;;;270;18.6
2585;726;1;;;220;18.6
2586;726;1;;;250;18.6
2587;728;1;;;275;20.6
2588;728;1;;;275;20.6
2589;728;1;;;352;20.6
2590;728;1;;;242;20.6
2591;728;2;;;242;20.6
2592;730;1;;;275;20.6
2593;732;1;;;242;20.6
2594;732;1;;;264;20.6
2595;732;1;;;242;20.6
2596;732;1;;;308;20.6
2597;732;1;;;275;20.6
2598;734;1;;;275;20.6
2599;734;1;;;242;20.6
2600;734;1;;;275;20.6
2601;734;1;;;242;20.6
2602;734;1;;;308;20.6
2603;734;1;;;275;20.6
2604;734;1;;;352;20.6
2605;734;1;;;264;20.6
2606;734;2;;;242;20.6
2607;713;1;15;;288;20.6
2608;713;1;15;;384;20.6
2609;715;1;;50;300;20.6
2610;715;1;;50;264;20.6
2611;715;1;;50;336;20.6
2612;715;1;;50;324;20.6
2613;717;1;;;264;20.6
2614;717;1;;;384;20.6
2615;717;1;;;324;20.6
2616;717;1;;;264;20.6
2617;719;1;;;384;20.6
2618;719;1;;;264;20.6
2619;719;1;;;300;20.6
2620;721;1;;;264;20.6
2621;721;1;;;336;20.6
2622;721;1;;;300;20.6
2623;721;1;;;324;20.6
2624;723;1;;;264;20.6
2625;723;1;;;300;20.6
2626;723;1;;;384;20.6
2627;723;1;;;324;20.6
2628;723;1;;;300;20.6
2629;725;1;;;384;20.6
2630;725;1;;;288;20.6
2631;725;1;;;264;20.6
2632;725;2;;;300;20.6
2633;727;1;;;384;20.6
2634;727;1;;;264;20.6
2635;727;1;;;264;20.6
2636;727;1;;;300;20.6
2637;727;1;;;300;20.6
2638;727;1;;;264;20.6
2639;729;1;;;420;20.6
2640;729;1;;;360;20.6
2641;731;2;;;375;20.6
2642;731;1;;;360;20.6
2643;731;1;;;405;20.6
2644;733;1;;;480;20.6
2645;733;1;;;330;20.6
2646;733;1;;;375;20.6
2647;735;1;;;330;20.6
2648;735;1;;;375;20.6
2649;736;1;15;;220;18.6
2650;736;1;15;;220;18.6
2651;736;1;15;;270;18.6
2652;736;1;15;;270;18.6
2653;738;1;;50;250;18.6
2654;740;1;;;240;18.6
2655;740;2;;;280;18.6
2656;740;1;;;220;18.6
2657;742;1;;;320;18.6
2658;742;2;;;320;18.6
2659;742;1;;;250;18.6
2660;742;1;;;250;18.6
2661;742;1;;;220;18.6
2662;744;1;;;250;18.6
2663;744;1;;;280;18.6
2664;746;1;;;250;18.6
2665;748;1;;;250;18.6
2666;748;1;;;220;18.6
2667;750;1;;;280;18.6
2668;750;1;;;270;18.6
2669;750;1;;;250;18.6
2670;752;1;;;352;20.6
2671;752;1;;;297;20.6
2672;754;1;;;275;20.6
2673;754;1;;;352;20.6
2674;754;2;;;297;20.6
2675;756;1;;;275;20.6
2676;756;1;;;297;20.6
2677;756;1;;;242;20.6
2678;758;1;;;242;20.6
2679;758;1;;;242;20.6
2680;758;1;;;297;20.6
2681;758;1;;;275;20.6
2682;737;1;15;;264;20.6
2683;737;1;15;;300;20.6
2684;737;1;15;;264;20.6
2685;737;1;15;;336;20.6
2686;737;1;15;;264;20.6
2687;737;1;15;;324;20.6
2688;739;1;;50;336;20.6
2689;741;1;;;384;20.6
2690;741;1;;;336;20.6
2691;741;1;;;384;20.6
2692;743;1;;;300;20.6
2693;743;1;;;288;20.6
2694;743;1;;;384;20.6
2695;743;1;;;264;20.6
2696;745;1;;;300;20.6
2697;745;1;;;264;20.6
2698;745;1;;;384;20.6
2699;745;1;;;324;20.6
2700;745;1;;;264;20.6
2701;747;1;;;384;20.6
2702;747;1;;;288;20.6
2703;747;1;;;300;20.6
2704;747;1;;;264;20.6
2705;747;1;;;288;20.6
2706;747;2;;;324;20.6
2707;747;1;;;264;20.6
2708;749;1;;;384;20.6
2709;749;1;;;264;20.6
2710;751;1;;;300;20.6
2711;751;1;;;384;20.6
2712;751;1;;;264;20.6
2713;751;2;;;336;20.6
2714;753;1;;;330;20.6
2715;753;1;;;330;20.6
2716;755;1;;;360;20.6
2717;755;1;;;375;20.6
2718;757;1;;;375;20.6
2719;757;1;;;330;20.6
2720;759;1;;;375;20.6
2721;759;1;;;480;20.6
2722;760;2;15;;250;18.6
2723;760;1;15;;320;18.6
2724;762;1;;50;220;18.6
2725;762;1;;50;250;18.6
2726;762;1;;50;320;18.6
2727;764;1;;;320;18.6
2728;764;1;;;320;18.6
2729;764;1;;;270;18.6
2730;764;1;;;240;18.6
2731;764;1;;;220;18.6
2732;766;1;;;250;18.6
2733;766;1;;;270;18.6
2734;766;2;;;250;18.6
2735;766;1;;;220;18.6
2736;766;1;;;250;18.6
2737;768;1;;;220;18.6
2738;768;1;;;220;18.6
2739;768;1;;;250;18.6
2740;770;1;;;220;18.6
2741;770;1;;;320;18.6
2742;772;1;;;320;18.6
2743;772;1;;;320;18.6
2744;772;1;;;220;18.6
2745;772;1;;;250;18.6
2746;774;1;;;220;18.6
2747;774;1;;;250;18.6
2748;774;1;;;320;18.6
2749;774;1;;;220;18.6
2750;774;1;;;240;18.6
2751;774;1;;;250;18.6
2752;774;1;;;270;18.6
2753;774;1;;;240;18.6
2754;776;1;;;275;20.6
2755;776;1;;;308;20.6
2756;776;1;;;275;20.6
2757;776;1;;;242;20.6
2758;778;1;;;242;20.6
2759;778;1;;;275;20.6
2760;778;1;;;264;20.6
2761;778;1;;;242;20.6
2762;778;1;;;264;20.6
2763;778;1;;;297;20.6
2764;780;1;;;242;20.6
2765;780;1;;;264;20.6
2766;780;1;;;242;20.6
2767;782;1;;;242;20.6
2768;782;1;;;275;20.6
2769;761;1;15;;300;20.6
2770;761;1;15;;300;20.6
2771;761;1;15;;288;20.6
2772;761;1;15;;264;20.6
2773;763;1;;50;300;20.6
2774;763;1;;50;324;20.6
2775;763;1;;50;264;20.6
2776;765;1;;;264;20.6
2777;765;1;;;300;20.6
2778;765;2;;;264;20.6
2779;767;1;;;264;20.6
2780;767;1;;;300;20.6
2781;767;1;;;384;20.6
2782;767;1;;;300;20.6
2783;767;1;;;264;20.6
2784;767;2;;;300;20.6
2785;769;1;;;264;20.6
2786;769;1;;;384;20.6
2787;769;1;;;384;20.6
2788;769;2;;;288;20.6
2789;771;1;;;264;20.6
2790;771;1;;;264;20.6
2791;771;1;;;300;20.6
2792;771;1;;;288;20.6
2793;771;1;;;264;20.6
2794;771;1;;;300;20.6
2795;773;2;;;336;20.6
2796;773;1;;;300;20.6
2797;773;1;;;264;20.6
2798;775;1;;;288;20.6
2799;775;2;;;384;20.6
2800;775;1;;;324;20.6
2801;775;2;;;264;20.6
2802;775;1;;;324;20.6
2803;775;1;;;264;20.6
2804;777;1;;;360;20.6
2805;777;1;;;405;20.6
2806;779;1;;;375;20.6
2807;779;1;;;330;20.6
2808;781;1;;;330;20.6
2809;781;1;;;375;20.6
2810;781;1;;;360;20.6
2811;781;1;;;375;20.6
2812;783;1;;;420;20.6
2813;783;1;;;360;20.6
2814;784;1;15;;250;18.6
2815;784;1;15;;270;18.6
2816;784;1;15;;240;18.6
2817;786;1;;50;220;18.6
2818;788;1;;;240;18.6
2819;788;1;;;250;18.6
2820;790;1;;;280;18.6
2821;790;1;;;320;18.6
2822;790;1;;;320;18.6
2823;792;1;;;220;18.6
2824;792;1;;;220;18.6
2825;792;1;;;250;18.6
2826;792;1;;;220;18.6
2827;792;1;;;320;18.6
2828;792;1;;;270;18.6
2829;792;1;;;250;18.6
2830;794;3;;;320;18.6
2831;796;1;;;220;18.6
2832;796;1;;;250;18.6
2833;796;1;;;250;18.6
2834;796;1;;;220;18.6
2835;796;1;;;270;18.6
2836;796;1;;;220;18.6
2837;796;1;;;250;18.6
2838;798;1;;;220;18.6
2839;800;1;;;352;20.6
2840;800;1;;;297;20.6
2841;800;2;;;242;20.6
2842;802;1;;;242;20.6
2843;802;1;;;352;20.6
2844;804;1;;;275;20.6
2845;804;1;;;352;20.6
2846;804;1;;;297;20.6
2847;804;1;;;242;20.6
2848;804;1;;;275;20.6
2849;806;1;;;275;20.6
2850;806;1;;;264;20.6
2851;806;1;;;352;20.6
2852;806;2;;;275;20.6
2853;785;1;15;;288;20.6
2854;785;1;15;;336;20.6
2855;785;1;15;;264;20.6
2856;785;1;15;;264;20.6
2857;787;1;;50;324;20.6
2858;789;1;;;300;20.6
2859;789;1;;;264;20.6
2860;791;2;;;324;20.6
2861;791;1;;;300;20.6
2862;793;1;;;300;20.6
2863;793;1;;;288;20.6
2864;795;1;;;264;20.6
2865;795;1;;;300;20.6
2866;795;1;;;264;20.6
2867;795;1;;;384;20.6
2868;795;1;;;288;20.6
2869;795;1;;;324;20.6
2870;797;1;;;336;20.6
2871;799;1;;;264;20.6
2872;799;1;;;336;20.6
2873;799;1;;;264;20.6
2874;799;1;;;300;20.6
2875;801;1;;;420;20.6
2876;801;1;;;330;20.6
2877;803;1;;;330;20.6
2878;803;1;;;360;20.6
2879;803;1;;;375;20.6
2880;803;1;;;420;20.6
2881;803;3;;;330;20.6
2882;803;1;;;330;20.6
2883;805;1;;;360;20.6
2884;805;1;;;405;20.6
2885;807;1;;;330;20.6
2886;807;1;;;330;20.6
2887;807;1;;;375;20.6
2888;807;1;;;330;20.6
2889;808;1;15;;220;18.6
2890;808;1;15;;280;18.6
2891;808;2;15;;320;18.6
2892;808;1;15;;220;18.6
2893;810;1;;50;280;18.6
2894;810;1;;50;320;18.6
2895;812;1;;;220;18.6
2896;812;1;;;250;18.6
2897;814;1;;;250;18.6
2898;814;1;;;280;18.6
2899;814;1;;;240;18.6
2900;814;1;;;220;18.6
2901;816;1;;;320;18.6
2902;816;1;;;250;18.6
2903;816;1;;;320;18.6
2904;816;1;;;320;18.6
2905;816;1;;;220;18.6
2906;818;1;;;320;18.6
2907;818;1;;;270;18.6
2908;818;1;;;250;18.6
2909;818;1;;;250;18.6
2910;820;2;;;320;18.6
2911;820;1;;;280;18.6
2912;820;1;;;320;18.6
2913;820;1;;;220;18.6
2914;822;1;;;320;18.6
2915;822;1;;;240;18.6
2916;822;2;;;280;18.6
2917;822;1;;;250;18.6
2918;822;1;;;320;18.6
2919;824;2;;;352;20.6
2920;824;1;;;242;20.6
2921;824;2;;;264;20.6
2922;824;1;;;275;20.6
2923;824;1;;;242;20.6
2924;826;1;;;275;20.6
2925;826;1;;;275;20.6
2926;826;1;;;308;20.6
2927;826;1;;;297;20.6
2928;826;1;;;242;20.6
2929;828;1;;;275;20.6
2930;828;1;;;352;20.6
2931;828;1;;;297;20.6
2932;828;1;;;275;20.6
2933;830;1;;;242;20.6
2934;830;1;;;242;20.6
2935;830;1;;;264;20.6
2936;830;1;;;275;20.6
2937;830;3;;;308;20.6
2938;830;1;;;297;20.6
2939;830;1;;;242;20.6
2940;809;1;15;;288;20.6
2941;809;1;15;;300;20.6
2942;809;1;15;;300;20.6
2943;809;1;15;;264;20.6
2944;811;1;;50;264;20.6
2945;813;1;;;264;20.6
2946;813;1;;;300;20.6
2947;813;1;;;264;20.6
2948;813;1;;;288;20.6
2949;813;2;;;264;20.6
2950;815;1;;;264;20.6
2951;815;1;;;300;20.6
2952;815;1;;;264;20.6
2953;817;1;;;300;20.6
2954;817;1;;;384;20.6
2955;817;1;;;264;20.6
2956;817;2;;;288;20.6
2957;817;1;;;264;20.6
2958;817;1;;;300;20.6
2959;817;1;;;264;20.6
2960;819;1;;;264;20.6
2961;819;1;;;300;20.6
2962;821;1;;;300;20.6
2963;821;1;;;300;20.6
2964;823;1;;;264;20.6
2965;823;1;;;324;20.6
2966;823;1;;;288;20.6
2967;823;1;;;264;20.6
2968;825;1;;;375;20.6
2969;825;2;;;375;20.6
2970;827;2;;;375;20.6
2971;827;2;;;360;20.6
2972;827;1;;;405;20.6
2973;827;1;;;330;20.6
2974;829;1;;;360;20.6
2975;829;3;;;405;20.6
2976;829;1;;;375;20.6
2977;831;1;;;480;20.6
2978;831;1;;;330;20.6
2979;831;2;;;375;20.6
2980;832;1;15;;220;18.6
2981;832;2;15;;240;18.6
2982;832;1;15;;220;18.6
2983;832;1;15;;250;18.6
2984;834;1;;50;220;18.6
2985;834;1;;50;250;18.6
2986;834;1;;50;250;18.6
2987;834;1;;50;270;18.6
2988;836;2;;;270;18.6
2989;838;1;;;240;18.6
2990;838;1;;;250;18.6
2991;840;1;;;220;18.6
2992;840;1;;;280;18.6
2993;840;1;;;320;18.6
2994;840;2;;;320;18.6
2995;840;1;;;240;18.6
2996;840;1;;;220;18.6
2997;840;1;;;270;18.6
2998;840;1;;;250;18.6
2999;842;1;;;220;18.6
3000;842;1;;;320;18.6
3001;842;1;;;250;18.6
3002;844;1;;;240;18.6
3003;844;1;;;220;18.6
3004;844;1;;;270;18.6
3005;844;1;;;250;18.6
3006;844;1;;;220;18.6
3007;846;1;;;250;18.6
3008;846;1;;;250;18.6
3009;846;1;;;220;18.6
3010;848;1;;;242;20.6
3011;848;1;;;264;20.6
3012;848;1;;;275;20.6
3013;850;1;;;297;20.6
3014;852;1;;;275;20.6
3015;852;1;;;264;20.6
3016;854;1;;;297;20.6
3017;833;1;15;;264;20.6
3018;833;1;15;;300;20.6
3019;835;1;;50;300;20.6
3020;835;1;;50;264;20.6
3021;835;1;;50;264;20.6
3022;837;1;;;336;20.6
3023;837;1;;;300;20.6
3024;837;1;;;384;20.6
3025;839;1;;;300;20.6
3026;839;1;;;384;20.6
3027;839;1;;;288;20.6
3028;839;1;;;336;20.6
3029;839;1;;;384;20.6
3030;839;1;;;384;20.6
3031;839;1;;;300;20.6
3032;841;1;;;264;20.6
3033;841;1;;;264;20.6
3034;843;1;;;264;20.6
3035;843;1;;;264;20.6
3036;843;1;;;300;20.6
3037;845;1;;;300;20.6
3038;845;2;;;264;20.6
3039;845;2;;;264;20.6
3040;845;1;;;384;20.6
3041;845;1;;;300;20.6
3042;847;1;;;264;20.6
3043;847;1;;;384;20.6
3044;847;1;;;384;20.6
3045;847;1;;;264;20.6
3046;849;1;;;480;20.6
3047;849;1;;;330;20.6
3048;849;1;;;375;20.6
3049;849;1;;;480;20.6
3050;851;1;;;480;20.6
3051;851;1;;;375;20.6
3052;853;1;;;330;20.6
3053;853;2;;;480;20.6
3054;853;1;;;375;20.6
3055;853;1;;;405;20.6
3056;855;1;;;480;20.6
3057;855;1;;;330;20.6
3058;855;1;;;405;20.6
3059;856;1;15;;250;18.6
3060;858;1;;50;320;18.6
3061;858;1;;50;220;18.6
3062;858;1;;50;240;18.6
3063;858;1;;50;250;18.6
3064;858;1;;50;220;18.6
3065;858;1;;50;250;18.6
3066;858;1;;50;220;18.6
3067;860;1;;;320;18.6
3068;860;1;;;250;18.6
3069;860;1;;;220;18.6
3070;860;2;;;220;18.6
3071;862;2;;;250;18.6
3072;862;1;;;220;18.6
3073;863;1;;;280;18.6
3074;863;1;;;320;18.6
3075;865;1;;;220;18.6
3076;865;2;;;220;18.6
3077;865;1;;;240;18.6
3078;865;1;;;250;18.6
3079;865;1;;;270;18.6
3080;865;1;;;270;18.6
3081;865;3;;;220;18.6
3082;865;1;;;250;18.6
3083;867;1;;;220;18.6
3084;867;1;;;220;18.6
3085;869;1;;;240;18.6
3086;869;1;;;220;18.6
3087;871;1;;;275;20.6
3088;871;1;;;275;20.6
3089;871;2;;;242;20.6
3090;871;1;;;297;20.6
3091;871;1;;;264;20.6
3092;871;1;;;275;20.6
3093;871;1;;;297;20.6
3094;873;1;;;352;20.6
3095;873;1;;;264;20.6
3096;873;1;;;308;20.6
3097;873;1;;;242;20.6
3098;875;1;;;242;20.6
3099;875;1;;;242;20.6
3100;877;1;;;242;20.6
3101;857;1;15;;264;20.6
3102;857;1;15;;336;20.6
3103;857;1;15;;288;20.6
3104;857;1;15;;300;20.6
3105;859;1;;50;264;20.6
3106;859;1;;50;288;20.6
3107;861;2;;;324;20.6
3108;861;1;;;300;20.6
3109;864;1;;;300;20.6
3110;866;1;;;336;20.6
3111;866;1;;;300;20.6
3112;866;1;;;300;20.6
3113;868;1;;;300;20.6
3114;868;1;;;300;20.6
3115;868;1;;;324;20.6
3116;870;1;;;264;20.6
3117;870;1;;;336;20.6
3118;870;1;;;324;20.6
3119;872;1;;;375;20.6
3120;874;1;;;420;20.6
3121;874;1;;;480;20.6
3122;876;1;;;375;20.6
3123;876;1;;;330;20.6
3124;876;1;;;480;20.6
3125;876;1;;;405;20.6
3126;876;1;;;405;20.6
3127;878;1;;;480;20.6
3128;878;1;;;420;20.6
3129;879;1;15;;220;18.6
3130;879;1;15;;240;18.6
3131;879;1;15;;250;18.6
3132;879;1;15;;220;18.6
3133;879;1;15;;270;18.6
3134;879;1;15;;250;18.6
3135;881;1;;50;240;18.6
3136;881;1;;50;220;18.6
3137;881;1;;50;270;18.6
3138;883;1;;;220;18.6
3139;883;1;;;250;18.6
3140;883;1;;;240;18.6
3141;883;1;;;240;18.6
3142;883;1;;;220;18.6
3143;885;1;;;320;18.6
3144;885;1;;;270;18.6
3145;885;1;;;250;18.6
3146;887;1;;;220;18.6
3147;887;1;;;240;18.6
3148;889;1;;;280;18.6
3149;889;1;;;250;18.6
3150;889;1;;;270;18.6
3151;889;2;;;250;18.6
3152;889;1;;;250;18.6
3153;891;1;;;220;18.6
3154;891;1;;;250;18.6
3155;893;1;;;240;18.6
3156;893;1;;;280;18.6
3157;895;1;;;242;20.6
3158;895;1;;;242;20.6
3159;897;1;;;297;20.6
3160;897;1;;;242;20.6
3161;899;1;;;242;20.6
3162;899;2;;;275;20.6
3163;899;1;;;275;20.6
3164;901;1;;;242;20.6
3165;901;1;;;275;20.6
3166;901;1;;;352;20.6
3167;901;1;;;297;20.6
3168;901;1;;;242;20.6
3169;880;1;15;;324;20.6
3170;880;1;15;;288;20.6
3171;880;1;15;;264;20.6
3172;882;1;;50;264;20.6
3173;884;1;;;300;20.6
3174;884;1;;;336;20.6
3175;884;1;;;300;20.6
3176;886;2;;;288;20.6
3177;886;2;;;324;20.6
3178;888;1;;;288;20.6
3179;888;1;;;324;20.6
3180;888;2;;;264;20.6
3181;888;1;;;300;20.6
3182;890;1;;;264;20.6
3183;890;1;;;384;20.6
3184;890;1;;;384;20.6
3185;890;1;;;324;20.6
3186;890;1;;;300;20.6
3187;892;1;;;264;20.6
3188;892;1;;;384;20.6
3189;892;1;;;288;20.6
3190;892;1;;;264;20.6
3191;894;1;;;324;20.6
3192;894;1;;;264;20.6
3193;896;1;;;375;20.6
3194;896;1;;;480;20.6
3195;896;1;;;405;20.6
3196;896;1;;;330;20.6
3197;898;1;;;330;20.6
3198;900;2;;;330;20.6
3199;900;1;;;480;20.6
3200;900;1;;;360;20.6
3201;900;1;;;405;20.6
3202;900;1;;;330;20.6
3203;902;1;;;330;20.6
3204;902;1;;;330;20.6
3205;904;1;;50;220;18.6
